Firstname,Lastname,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country,Year,Category,Prize_Share,Motivation,Birth_Year,Age
Karl,Ziegler,male,1898-11-26,Germany,Helsa,DE,12/08/1973,West Germany (now Germany),Mülheim,DE,Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany,1963,chemistry,2,"""for their discoveries in the field of the chemistry and technology of high polymers""",1898.0,65.0
Giulio,Natta,male,26/02/1903,Italy,Imperia,IT,02/05/1979,Italy,Bergamo,IT,Institute of Technology,Milan,Italy,1963,chemistry,2,"""for their discoveries in the field of the chemistry and technology of high polymers""",,
Nicolay G.,Basov,male,14/12/1922,USSR (now Russia),Usman,RU,01/07/2001,Russia,Moscow,RU,P.N. Lebedev Physical Institute,Moscow,USSR (now Russia),1964,physics,4,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",,
Jean-Paul,Sartre,male,21/06/1905,France,Paris,FR,15/04/1980,France,Paris,FR,,,,1964,literature,1,"""for his work which rich in ideas and filled with the spirit of freedom and the quest for truth has exerted a far-reaching influence on our age""",,
Martin Luther,King Jr.,male,15/01/1929,USA,Atlanta GA,US,04/04/1968,USA,Memphis TN,US,,,,1964,peace,1,"""for his non-violent struggle for civil rights for the Afro-American population""",,
Aleksandr M.,Prokhorov,male,11/07/1916,Australia,Atherton,AU,08/01/2002,Russia,Moscow,RU,P.N. Lebedev Physical Institute,Moscow,USSR (now Russia),1964,physics,4,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",,
Feodor,Lynen,male,06/04/1911,Germany,Munich,DE,06/08/1979,Germany,Munich,DE,Max-Planck-Institut für Zellchemie,Munich,Germany,1964,medicine,2,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",,
Charles H.,Townes,male,28/07/1915,USA,Greenville SC,US,27/01/2015,USA,Berkeley CA,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1964,physics,2,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",,
Konrad,Bloch,male,21/01/1912,Germany (now Poland),Neisse (now Nysa),PL,15/10/2000,USA,Burlington MA,US,Harvard University,Cambridge MA,USA,1964,medicine,2,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",,
Dorothy Crowfoot,Hodgkin,female,12/05/1910,Egypt,Cairo,EG,29/07/1994,United Kingdom,Shipston-on-Stour,GB,University of Oxford Royal Society,Oxford,United Kingdom,1964,chemistry,1,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",,
Robert B.,Woodward,male,10/04/1917,USA,Boston MA,US,08/07/1979,USA,Cambridge MA,US,Harvard University,Cambridge MA,USA,1965,chemistry,1,"""for his outstanding achievements in the art of organic synthesis""",,
François,Jacob,male,17/06/1920,France,Nancy,FR,19/04/2013,France,Paris,FR,Institut Pasteur,Paris,France,1965,medicine,3,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",,
André,Lwoff,male,08/05/1902,France,Ainay-le-Château,FR,30/09/1994,France,Paris,FR,Institut Pasteur,Paris,France,1965,medicine,3,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",,
Jacques,Monod,male,09/02/1910,France,Paris,FR,31/05/1976,France,Cannes,FR,Institut Pasteur,Paris,France,1965,medicine,3,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",,
United Nations Children's Fund,,org,1946-00-00,NA,NA,NA,0000-00-00,NA,NA,NA,NA,NA,NA,1965,peace,1,"""for its effort to enhance solidarity between nations and reduce the difference between rich and poor states""",,
Sin-Itiro,Tomonaga,male,31/03/1906,Japan,Kyoto,JP,08/07/1979,Japan,Tokyo,JP,Tokyo University of Education,Tokyo,Japan,1965,physics,3,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",,
Mikhail,Sholokhov,male,24/05/1905,Russia,Veshenskaya,RU,21/02/1984,USSR (now Russia),Veshenskaya,RU,,,,1965,literature,1,"""for the artistic power and integrity with which in his epic of the Don he has given expression to a historic phase in the life of the Russian people""",,
Julian,Schwinger,male,12/02/1918,USA,New York NY,US,16/07/1994,USA,Los Angeles CA,US,Harvard University,Cambridge MA,USA,1965,physics,3,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",,
Richard P.,Feynman,male,11/05/1918,USA,New York NY,US,15/02/1988,USA,Los Angeles CA,US,California Institute of Technology (Caltech),Pasadena CA,USA,1965,physics,3,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",,
Charles B.,Huggins,male,22/09/1901,Canada,Halifax Nova Scotia,CA,12/01/1997,USA,Chicago IL,US,University of Chicago Ben May Laboratory for Cancer Research,Chicago IL,USA,1966,medicine,2,"""for his discoveries concerning hormonal treatment of prostatic cancer""",,
Shmuel,Agnon,male,1888-07-17,Austria-Hungary (now Ukraine),Buczacz (now Buchach),UA,17/02/1970,Israel,Rehovot,IL,,,,1966,literature,2,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",1888.0,78.0
Robert S.,Mulliken,male,1896-06-07,USA,Newburyport MA,US,31/10/1986,USA,Arlington VA,US,University of Chicago,Chicago IL,USA,1966,chemistry,1,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",1896.0,70.0
Peyton,Rous,male,1879-10-05,USA,Baltimore MD,US,16/02/1970,USA,New York NY,US,Rockefeller University,New York NY,USA,1966,medicine,2,"""for his discovery of tumour-inducing viruses""",1879.0,87.0
Nelly,Sachs,female,1891-12-10,Germany,Berlin,DE,12/05/1970,Sweden,Stockholm,SE,,,,1966,literature,2,"""for her outstanding lyrical and dramatic writing which interprets Israel's destiny with touching strength""",1891.0,75.0
Alfred,Kastler,male,03/05/1902,Germany (now France),Guebwiller,FR,07/01/1984,France,Bandol,FR,École Normale Supérieure,Paris,France,1966,physics,1,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",,
Ragnar,Granit,male,30/10/1900,Russian Empire (now Finland),Helsinki,FI,12/03/1991,Sweden,Stockholm,SE,Karolinska Institutet,Stockholm,Sweden,1967,medicine,3,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",,
George,Wald,male,18/11/1906,USA,New York NY,US,12/04/1997,USA,Cambridge MA,US,Harvard University,Cambridge MA,USA,1967,medicine,3,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",,
George,Porter,male,06/12/1920,United Kingdom,Stainforth,GB,31/08/2002,United Kingdom,Canterbury,GB,Royal Institution of Great Britain,London,United Kingdom,1967,chemistry,4,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",,
Miguel Angel,Asturias,male,1899-10-19,Guatemala,Guatemala City,GT,09/06/1974,Spain,Madrid,ES,,,,1967,literature,1,"""for his vivid literary achievement deep-rooted in the national traits and traditions of Indian peoples of Latin America""",1899.0,68.0
Ronald G.W.,Norrish,male,1897-11-09,United Kingdom,Cambridge,GB,07/06/1978,United Kingdom,Cambridge,GB,Institute of Physical Chemistry,Cambridge,United Kingdom,1967,chemistry,4,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",1897.0,70.0
Manfred,Eigen,male,09/05/1927,Germany,Bochum,DE,06/02/2019,Germany,Göttingen,DE,Max-Planck-Institut für Physikalische Chemie,Göttingen,Germany,1967,chemistry,2,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",,
Keffer,Hartline,male,22/12/1903,USA,Bloomsburg PA,US,17/03/1983,USA,Fallston MD,US,Rockefeller University,New York NY,USA,1967,medicine,3,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",,
Hans,Bethe,male,02/07/1906,Germany (now France),Strasbourg,FR,06/03/2005,USA,Ithaca NY,US,Cornell University,Ithaca NY,USA,1967,physics,1,"""for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars""",,
H. Gobind,Khorana,male,09/01/1922,India,Raipur,IN,09/11/2011,USA,Concord MA,US,University of Wisconsin,Madison WI,USA,1968,medicine,3,"""for their interpretation of the genetic code and its function in protein synthesis""",,
Marshall W.,Nirenberg,male,10/04/1927,USA,New York NY,US,15/01/2010,USA,New York NY,US,National Institutes of Health,Bethesda MD,USA,1968,medicine,3,"""for their interpretation of the genetic code and its function in protein synthesis""",,
Lars,Onsager,male,27/11/1903,Norway,Kristiania (now Oslo),NO,05/10/1976,USA,Coral Gables FL,US,Yale University,New Haven CT,USA,1968,chemistry,1,"""for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes""",,
René,Cassin,male,1887-10-05,France,Bayonne,FR,20/02/1976,France,Paris,FR,,,,1968,peace,1,"""for his struggle to ensure the rights of man as stipulated in the UN Declaration""",1887.0,81.0
Robert W.,Holley,male,28/01/1922,USA,Urbana IL,US,11/02/1993,USA,Los Gatos CA,US,Cornell University,Ithaca NY,USA,1968,medicine,3,"""for their interpretation of the genetic code and its function in protein synthesis""",,
Luis,Alvarez,male,13/06/1911,USA,San Francisco CA,US,01/09/1988,USA,Berkeley CA,US,University of California,Berkeley CA,USA,1968,physics,1,"""for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis""",,
Yasunari,Kawabata,male,1899-06-11,Japan,Osaka,JP,16/04/1972,Japan,Zushi,JP,,,,1968,literature,1,"""for his narrative mastery which with great sensibility expresses the essence of the Japanese mind""",1899.0,69.0
Derek,Barton,male,08/09/1918,United Kingdom,Gravesend,GB,16/03/1998,USA,College Station TX,US,Imperial College,London,United Kingdom,1969,chemistry,2,"""for their contributions to the development of the concept of conformation and its application in chemistry""",,
Samuel,Beckett,male,13/04/1906,Ireland,Dublin,IE,22/12/1989,France,Paris,FR,,,,1969,literature,1,"""for his writing which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation""",,
Ragnar,Frisch,male,1895-03-03,Norway,Oslo,NO,31/01/1973,Norway,Oslo,NO,University of Oslo,Oslo,Norway,1969,economics,2,"""for having developed and applied dynamic models for the analysis of economic processes""",1895.0,74.0
Murray,Gell-Mann,male,15/09/1929,USA,New York NY,US,24/05/2019,USA,Santa Fe NM,US,California Institute of Technology (Caltech),Pasadena CA,USA,1969,physics,1,"""for his contributions and discoveries concerning the classification of elementary particles and their interactions""",,
Jan,Tinbergen,male,12/04/1903,the Netherlands,the Hague,NL,09/06/1994,the Netherlands,the Hague,NL,The Netherlands School of Economics,Rotterdam,the Netherlands,1969,economics,2,"""for having developed and applied dynamic models for the analysis of economic processes""",,
International Labour Organization,,org,1919-00-00,NA,NA,NA,0000-00-00,NA,NA,NA,NA,NA,NA,1969,peace,1,"""for creating international legislation insuring certain norms for working conditions in every country""",,
Salvador E.,Luria,male,13/08/1912,Italy,Turin,IT,06/02/1991,USA,Lexington MA,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1969,medicine,3,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",,
Alfred D.,Hershey,male,04/12/1908,USA,Owosso MI,US,22/05/1997,USA,Syosset NY,US,Carnegie Institution of Washington,Long Island New York NY,USA,1969,medicine,3,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",,
Max,Delbrück,male,04/09/1906,Germany,Berlin,DE,09/03/1981,USA,Pasadena CA,US,California Institute of Technology (Caltech),Pasadena CA,USA,1969,medicine,3,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",,
Odd,Hassel,male,1897-05-17,Norway,Kristiania (now Oslo),NO,11/05/1981,Norway,Oslo,NO,University of Oslo,Oslo,Norway,1969,chemistry,2,"""for their contributions to the development of the concept of conformation and its application in chemistry""",1897.0,72.0
Hannes,Alfvén,male,30/05/1908,Sweden,Norrköping,SE,02/04/1995,Sweden,Djursholm,SE,Royal Institute of Technology,Stockholm,Sweden,1970,physics,2,"""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics""",,
Louis,Néel,male,22/11/1904,France,Lyon,FR,17/11/2000,France,Brive-Corrèze,FR,University of Grenoble,Grenoble,France,1970,physics,2,"""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""",,
Norman,Borlaug,male,25/03/1914,USA,Cresco IA,US,12/09/2009,USA,Dallas TX,US,,,,1970,peace,1,"""for having given a well-founded hope - the green revolution""",,
Luis,Leloir,male,06/09/1906,France,Paris,FR,02/12/1987,Argentina,Buenos Aires,AR,Institute for Biochemical Research,Buenos Aires,Argentina,1970,chemistry,1,"""for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates""",,
Alexandr,Solzhenitsyn,male,11/12/1918,Russia,Kislovodsk,RU,03/08/2008,Russia,Troitse-Lykovo,RU,,,,1970,literature,1,"""for the ethical force with which he has pursued the indispensable traditions of Russian literature""",,
Paul A.,Samuelson,male,15/05/1915,USA,Gary IN,US,13/12/2009,USA,Belmont MA,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1970,economics,1,"""for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science""",,
Julius,Axelrod,male,30/05/1912,USA,New York NY,US,29/12/2004,USA,Rockville MD,US,National Institutes of Health,Bethesda MD,USA,1970,medicine,3,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",,
Ulf,von Euler,male,07/02/1905,Sweden,Stockholm,SE,09/03/1983,Sweden,Stockholm,SE,Karolinska Institutet,Stockholm,Sweden,1970,medicine,3,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",,
Sir Bernard,Katz,male,26/03/1911,Germany,Leipzig,DE,20/04/2003,United Kingdom,London,GB,University College,London,United Kingdom,1970,medicine,3,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",,
Willy,Brandt,male,18/12/1913,Germany,Lübeck,DE,08/10/1992,Germany,Unkel,DE,,,,1971,peace,1,"""for paving the way for a meaningful dialogue between East and West""",,
